DATA	C1	C2	C3	C4	C5	C6	C7	C8
R349	TimeSeries	Time	seconds	285.5				
R350	TimeSeries	Time	seconds	286.318				
R351	TimeSeries	Time	seconds	287.136				
R352	TimeSeries	Time	seconds	287.954				
R353	TimeSeries	Time	seconds	288.772				
R354	TimeSeries	Time	seconds	289.59				
R355	TimeSeries	Time	seconds	290.408				
R356	TimeSeries	Time	seconds	291.226				
R357	TimeSeries	Time	seconds	292.044				
R358	TimeSeries	Time	seconds	292.862				
R359	TimeSeries	Time	seconds	293.68				
R360	TimeSeries	Time	seconds	294.498				
R361	TimeSeries	Time	seconds	295.316				
R362	TimeSeries	Time	seconds	296.134				
R363	TimeSeries	Time	seconds	296.952				
R364	TimeSeries	Time	seconds	297.77				
R365	TimeSeries	Time	seconds	298.588				
R366	TimeSeries	Time	seconds	299.406				
R367	TimeSeries	Time	seconds	300.224				
R368	TimeSeries	Time	seconds	301.042				
R369	TimeSeries	Time	seconds	301.86				
R370	TimeSeries	Time	seconds	302.678				
R371	TimeSeries	Time	seconds	303.496				
R372	TimeSeries	Time	seconds	304.314				
R373	TimeSeries	Time	seconds	305.132				
R374	TimeSeries	Time	seconds	305.95				
R375	TimeSeries	Time	seconds	306.768				
R376	TimeSeries	Time	seconds	307.586				
R377	TimeSeries	Time	seconds	308.404				
R378	TimeSeries	Time	seconds	309.222				
R379	TimeSeries	Time	seconds	310.04				
R380	TimeSeries	Time	seconds	310.858				
R381	TimeSeries	Time	seconds	311.676				
R382	TimeSeries	Time	seconds	312.494				
R383	TimeSeries	Time	seconds	313.312				
R384	TimeSeries	Time	seconds	314.13				
R385	TimeSeries	Time	seconds	314.948				
R386	TimeSeries	Time	seconds	315.766				
R387	TimeSeries	Time	seconds	316.584				
R388	TimeSeries	Time	seconds	317.402				
R389	TimeSeries	Time	seconds	318.22				
R390	TimeSeries	Time	seconds	319.038				
R391	TimeSeries	Time	seconds	319.856				
R392	TimeSeries	Time	seconds	320.674				
R393	TimeSeries	Time	seconds	321.493				
R394	TimeSeries	Time	seconds	322.311				
R395	TimeSeries	Time	seconds	323.129				
R396	TimeSeries	Time	seconds	323.947				
R397	TimeSeries	Time	seconds	324.765				
R398	TimeSeries	Time	seconds	325.583				
R399	TimeSeries	Time	seconds	326.401				
R400	TimeSeries	Time	seconds	327.219				
R401	TimeSeries	Time	seconds	328.037				
R402	TimeSeries	Time	seconds	328.855				
R403	TimeSeries	Time	seconds	329.673				
R404	TimeSeries	Time	seconds	330.491				
R405	TimeSeries	Time	seconds	331.309				
R406	TimeSeries	Time	seconds	332.127				
R407	TimeSeries	Time	seconds	332.945				
R408	TimeSeries	Time	seconds	333.763				
R409	TimeSeries	Time	seconds	334.581				
R410	TimeSeries	Time	seconds	335.399				
R411	TimeSeries	Time	seconds	336.217				
R412	TimeSeries	Time	seconds	337.035				
R413	TimeSeries	Time	seconds	337.853				
R414	TimeSeries	Time	seconds	338.671				
R415	TimeSeries	Time	seconds	339.489				
R416	TimeSeries	Time	seconds	340.307				
R417	TimeSeries	Time	seconds	341.125				
R418	TimeSeries	Time	seconds	341.943				
R419	TimeSeries	Time	seconds	342.761				
R420	TimeSeries	Time	seconds	343.579				
R421	TimeSeries	Time	seconds	344.397				
R422	TimeSeries	Time	seconds	345.215				
R423	TimeSeries	Time	seconds	346.033				
R424	TimeSeries	Time	seconds	346.851				
R425	TimeSeries	Time	seconds	347.669				
R426	TimeSeries	Time	seconds	348.487				
R427	TimeSeries	Time	seconds	349.305				
R428	TimeSeries	Time	seconds	350.123				
R429	TimeSeries	Time	seconds	350.941				
R430	TimeSeries	Time	seconds	351.759				
R431	TimeSeries	Time	seconds	352.577				
R432	TimeSeries	Time	seconds	353.395				
R433	TimeSeries	Time	seconds	354.213				
R434	TimeSeries	Time	seconds	355.031				
R435	TimeSeries	Time	seconds	355.849				
R436	TimeSeries	Time	seconds	356.667				
R437	TimeSeries	Time	seconds	357.485				
R438	TimeSeries	Time	seconds	358.303				
R439	TimeSeries	Time	seconds	359.122				
R440	TimeSeries	Time	seconds	359.94				
R441	TimeSeries	Time	seconds	360.758				
R442	TimeSeries	Time	seconds	361.576				
R443	TimeSeries	Time	seconds	362.394				
R444	TimeSeries	Time	seconds	363.212				
R445	TimeSeries	Time	seconds	364.03				
R446	TimeSeries	Time	seconds	364.848				
R447	TimeSeries	Time	seconds	365.666				
R448	TimeSeries	Time	seconds	366.484				
R449	TimeSeries	Time	seconds	367.302				
R450	TimeSeries	Time	seconds	368.12				
R451	TimeSeries	Time	seconds	368.938				
R452	TimeSeries	Time	seconds	369.756				
R453	TimeSeries	Time	seconds	370.574				
R454	TimeSeries	Time	seconds	371.392				
R455	TimeSeries	Time	seconds	372.21				
R456	TimeSeries	Time	seconds	373.028				
R457	TimeSeries	Time	seconds	373.846				
R458	TimeSeries	Time	seconds	374.664				
R459	TimeSeries	Time	seconds	375.482				
R460	TimeSeries	Time	seconds	376.3				
R461	TimeSeries	Time	seconds	377.118				
R462	TimeSeries	Time	seconds	377.936				
R463	TimeSeries	Time	seconds	378.754				
R464	TimeSeries	Time	seconds	379.572				
R465	TimeSeries	Time	seconds	380.39				
R466	TimeSeries	Time	seconds	381.208				
R467	TimeSeries	Time	seconds	382.026				
R468	TimeSeries	Time	seconds	382.844				
R469	TimeSeries	Time	seconds	383.662				
R470	TimeSeries	Time	seconds	384.48				
R471	TimeSeries	Time	seconds	385.298				
R472	TimeSeries	Time	seconds	386.116				
R473	TimeSeries	Time	seconds	386.934				
R474	TimeSeries	Time	seconds	387.752				
R475	TimeSeries	Time	seconds	388.57				
R476	TimeSeries	Time	seconds	389.388				
R477	TimeSeries	Time	seconds	390.206				
R478	TimeSeries	Time	seconds	391.024				
R479	TimeSeries	Time	seconds	391.842				
R480	TimeSeries	Time	seconds	392.66				
R481	TimeSeries	Time	seconds	393.478				
R482	TimeSeries	Time	seconds	394.296				
R483	TimeSeries	Time	seconds	395.114				
R484	TimeSeries	Time	seconds	395.932				
R485	TimeSeries	Time	seconds	396.75				
R486	TimeSeries	Time	seconds	397.569				
R487	TimeSeries	Time	seconds	398.387				
R488	TimeSeries	Time	seconds	399.205				
R489	TimeSeries	Time	seconds	400.023				
R490	TimeSeries	Time	seconds	400.841				
R491	TimeSeries	Time	seconds	401.659				
R492	TimeSeries	Time	seconds	402.477				
R493	TimeSeries	Time	seconds	403.295				
R494	TimeSeries	Time	seconds	404.113				
R495	TimeSeries	Time	seconds	404.931				
R496	TimeSeries	Time	seconds	405.749				
R497	TimeSeries	Time	seconds	406.567				
R498	TimeSeries	Time	seconds	407.385				
R499	TimeSeries	Time	seconds	408.203				
R500	TimeSeries	Time	seconds	409.021				
R501	TimeSeries	Time	seconds	409.839				
R502	TimeSeries	Time	seconds	410.657				
R503	TimeSeries	Time	seconds	411.475				
R504	TimeSeries	Time	seconds	412.293				
R505	TimeSeries	Time	seconds	413.111				
R506	TimeSeries	Time	seconds	413.929				
R507	TimeSeries	Time	seconds	414.747				
R508	TimeSeries	Time	seconds	415.565				
R509	TimeSeries	Time	seconds	416.383				
R510	TimeSeries	Time	seconds	417.201				
R511	TimeSeries	Time	seconds	418.019				
R512	TimeSeries	Time	seconds	418.837				
R513	TimeSeries	Time	seconds	419.655				
R514	TimeSeries	Time	seconds	420.473				
R515	TimeSeries	Time	seconds	421.291				
R516	TimeSeries	Time	seconds	422.109				
R517	TimeSeries	Time	seconds	422.927				
R518	TimeSeries	Time	seconds	423.745				
R519	TimeSeries	Time	seconds	424.563				
R520	TimeSeries	Time	seconds	425.381				
R521	TimeSeries	Time	seconds	426.199				
R522	TimeSeries	Time	seconds	427.017				
R523	TimeSeries	Time	seconds	427.835				
R524	TimeSeries	Time	seconds	428.653				
R525	TimeSeries	Time	seconds	429.471				
R526	TimeSeries	Time	seconds	430.289				
R527	TimeSeries	Time	seconds	431.107				
R528	TimeSeries	Time	seconds	431.925				
R529	TimeSeries	Time	seconds	432.743				
R530	TimeSeries	Time	seconds	433.561				
R531	TimeSeries	Time	seconds	434.379				
R532	TimeSeries	Time	seconds	435.197				
R533	TimeSeries	Time	seconds	436.016				
R534	TimeSeries	Time	seconds	436.834				
R535	TimeSeries	Time	seconds	437.652				
R536	TimeSeries	Time	seconds	438.47				
R537	TimeSeries	Time	seconds	439.288				
R538	TimeSeries	Time	seconds	440.106				
R539	TimeSeries	Time	seconds	440.924				
R540	TimeSeries	Time	seconds	441.742				
R541	TimeSeries	Time	seconds	442.56				
R542	TimeSeries	Time	seconds	443.378				
R543	TimeSeries	Time	seconds	444.196				
R544	TimeSeries	Time	seconds	445.014				
R545	TimeSeries	Time	seconds	445.832				
R546	TimeSeries	Time	seconds	446.65				
R547	TimeSeries	Time	seconds	447.468				
R548	TimeSeries	Time	seconds	448.286				
R549	TimeSeries	Time	seconds	449.104				
R550	TimeSeries	Time	seconds	449.922				
R551	TimeSeries	Time	seconds	450.74				
R552	TimeSeries	Time	seconds	451.558				
R553	TimeSeries	Time	seconds	452.376				
R554	TimeSeries	Time	seconds	453.194				
R555	TimeSeries	Time	seconds	454.012				
R556	TimeSeries	Time	seconds	454.83				
R557	TimeSeries	Time	seconds	455.648				
R558	TimeSeries	Time	seconds	456.466				
R559	TimeSeries	Time	seconds	457.284				
R560	TimeSeries	Time	seconds	458.102				
R561	TimeSeries	Time	seconds	458.92				
R562	TimeSeries	Time	seconds	459.738				
R563	TimeSeries	Time	seconds	460.556				
R564	TimeSeries	Time	seconds	461.374				
R565	TimeSeries	Time	seconds	462.192				
R566	TimeSeries	Time	seconds	463.01				
R567	TimeSeries	Time	seconds	463.828				
R568	TimeSeries	Time	seconds	464.646				
R569	TimeSeries	Time	seconds	465.464				
R570	TimeSeries	Time	seconds	466.282				
R571	TimeSeries	Time	seconds	467.1				
R572	TimeSeries	Time	seconds	467.918				
R573	TimeSeries	Time	seconds	468.736				
R574	TimeSeries	Time	seconds	469.554				
R575	TimeSeries	Time	seconds	470.372				
R576	TimeSeries	Time	seconds	471.19				
R577	TimeSeries	Time	seconds	472.008				
R578	TimeSeries	Time	seconds	472.826				
R579	TimeSeries	Time	seconds	473.644				
R580	TimeSeries	Time	seconds	474.463				
R581	TimeSeries	Time	seconds	475.281				
R582	TimeSeries	Time	seconds	476.099				
R583	TimeSeries	Time	seconds	476.917				
R584	TimeSeries	Time	seconds	477.735				
R585	TimeSeries	Time	seconds	478.553				
R586	TimeSeries	Time	seconds	479.371				
R587	TimeSeries	Time	seconds	480.189				
R588	TimeSeries	Time	seconds	481.007				
R589	TimeSeries	Time	seconds	481.825				
R590	TimeSeries	Time	seconds	482.643				
R591	TimeSeries	Time	seconds	483.461				
R592	TimeSeries	Time	seconds	484.279				
R593	TimeSeries	Time	seconds	485.097				
R594	TimeSeries	Time	seconds	485.915				
R595	TimeSeries	Time	seconds	486.733				
R596	TimeSeries	Time	seconds	487.551				
R597	TimeSeries	Time	seconds	488.369				
R598	TimeSeries	Time	seconds	489.187				
R599	TimeSeries	Time	seconds	490.005				
R600	TimeSeries	Time	seconds	490.823				
R601	TimeSeries	Time	seconds	491.641				
R602	TimeSeries	Time	seconds	492.459				
R603	TimeSeries	Time	seconds	493.277				
R604	TimeSeries	Time	seconds	494.095				
R605	TimeSeries	Time	seconds	494.913				
R606	TimeSeries	Time	seconds	495.731				
R607	TimeSeries	Time	seconds	496.549				
R608	TimeSeries	Time	seconds	497.367				
R609	TimeSeries	Time	seconds	498.185				
R610	TimeSeries	Time	seconds	499.003				
R611	TimeSeries	Time	seconds	499.821				
R612	TimeSeries	Time	seconds	500.639				
R613	TimeSeries	Time	seconds	501.457				
R614	TimeSeries	Time	seconds	502.275				
R615	TimeSeries	Time	seconds	503.093				
R616	TimeSeries	Time	seconds	503.911				
R617	TimeSeries	Time	seconds	504.729				
R618	TimeSeries	Time	seconds	505.547				
R619	TimeSeries	Time	seconds	506.365				
R620	TimeSeries	Time	seconds	507.183				
R621	TimeSeries	Time	seconds	508.001				
R622	TimeSeries	Time	seconds	508.819				
R623	TimeSeries	Time	seconds	509.637				
R624	TimeSeries	Time	seconds	510.455				
R625	TimeSeries	Time	seconds	511.273				
R626	TimeSeries	Time	seconds	512.091				
R627	TimeSeries	Time	seconds	512.91				
R628	TimeSeries	Time	seconds	513.728				
R629	TimeSeries	Time	seconds	514.546				
R630	TimeSeries	Time	seconds	515.364				
R631	TimeSeries	Time	seconds	516.182				
R632	TimeSeries	Time	seconds	517				
R633	TimeSeries	Time	seconds	517.818				
R634	TimeSeries	Time	seconds	518.635				
R635	TimeSeries	Time	seconds	519.454				
R636	TimeSeries	Time	seconds	520.272				
R637	TimeSeries	Time	seconds	521.09				
R638	TimeSeries	Time	seconds	521.908				
R639	TimeSeries	Time	seconds	522.726				
R640	TimeSeries	Time	seconds	523.544				
R641	TimeSeries	Time	seconds	524.362				
R642	TimeSeries	Time	seconds	525.18				
R643	TimeSeries	Time	seconds	525.998				
R644	TimeSeries	Time	seconds	526.816				
R645	TimeSeries	Time	seconds	527.634				
R646	TimeSeries	Time	seconds	528.452				
R647	TimeSeries	Time	seconds	529.27				
R648	TimeSeries	Time	seconds	530.088				
R649	TimeSeries	Time	seconds	530.906				
R650	TimeSeries	Time	seconds	531.724				
R651	TimeSeries	Time	seconds	532.542				
R652	TimeSeries	Time	seconds	533.36				
R653	TimeSeries	Time	seconds	534.178				
R654	TimeSeries	Time	seconds	534.996				
R655	TimeSeries	Time	seconds	535.814				
R656	TimeSeries	Time	seconds	536.632				
R657	TimeSeries	Time	seconds	537.45				
R658	TimeSeries	Time	seconds	538.268				
R659	TimeSeries	Time	seconds	539.086				
R660	TimeSeries	Time	seconds	539.904				
R661	TimeSeries	Time	seconds	540.722				
R662	TimeSeries	Time	seconds	541.54				
R663	TimeSeries	Time	seconds	542.358				
R664	TimeSeries	Time	seconds	543.176				
R665	TimeSeries	Time	seconds	543.994				
R666	TimeSeries	Time	seconds	544.812				
R667	TimeSeries	Time	seconds	545.63				
R668	TimeSeries	Time	seconds	546.448				
R669	TimeSeries	Time	seconds	547.266				
R670	TimeSeries	Time	seconds	548.084				
R671	TimeSeries	Time	seconds	548.902				
R672	TimeSeries	Time	seconds	549.72				
R673	TimeSeries	Time	seconds	550.538				
R674	TimeSeries	Time	seconds	551.357				
R675	TimeSeries	Time	seconds	552.175				
R676	TimeSeries	Time	seconds	552.993				
R677	TimeSeries	Time	seconds	553.811				
R678	TimeSeries	Time	seconds	554.629				
R679	TimeSeries	Time	seconds	555.447				
R680	TimeSeries	Time	seconds	556.265				
R681	TimeSeries	Time	seconds	557.083				
R682	TimeSeries	Time	seconds	557.901				
R683	TimeSeries	Time	seconds	558.719				
R684	TimeSeries	Time	seconds	559.537				
R685	TimeSeries	Time	seconds	560.355				
R686	TimeSeries	Time	seconds	561.173				
R687	TimeSeries	Time	seconds	561.991				
R688	TimeSeries	Time	seconds	562.809				
R689	TimeSeries	Time	seconds	563.627				
R690	TimeSeries	Time	seconds	564.445				
R691	TimeSeries	Time	seconds	565.263				
R692	TimeSeries	Time	seconds	566.081				
R693	TimeSeries	Time	seconds	566.899				
R694	TimeSeries	Time	seconds	567.717				
R695	TimeSeries	Time	seconds	568.535				
R696	TimeSeries	Time	seconds	569.353				
R697	TimeSeries	Time	seconds	570.171				
R698	TimeSeries	Time	seconds	570.989				
R699	TimeSeries	Time	seconds	571.807				
R700	TimeSeries	Time	seconds	572.625				
R701	TimeSeries	Time	seconds	573.443				
R702	TimeSeries	Time	seconds	574.261				
R703	TimeSeries	Time	seconds	575.079				
R704	TimeSeries	Time	seconds	575.897				
R705	TimeSeries	Time	seconds	576.715				
R706	TimeSeries	Time	seconds	577.533				
R707	TimeSeries	Time	seconds	578.351				
R708	TimeSeries	Time	seconds	579.169				
R709	TimeSeries	Time	seconds	579.987				
R710	TimeSeries	Time	seconds	580.805				
R711	TimeSeries	Time	seconds	581.623				
R712	TimeSeries	Time	seconds	582.441				
R713	TimeSeries	Time	seconds	583.259				
R714	TimeSeries	Time	seconds	584.077				
R715	TimeSeries	Time	seconds	584.895				
R716	TimeSeries	Time	seconds	585.713				
R717	TimeSeries	Time	seconds	586.531				
R718	TimeSeries	Time	seconds	587.349				
R719	TimeSeries	Time	seconds	588.167				
R720	TimeSeries	Time	seconds	588.985				
R721	TimeSeries	Time	seconds	589.804				
R722	TimeSeries	Time	seconds	590.622				
R723	TimeSeries	Time	seconds	591.44				
R724	TimeSeries	Time	seconds	592.258				
R725	TimeSeries	Time	seconds	593.076				
R726	TimeSeries	Time	seconds	593.894				
R727	TimeSeries	Time	seconds	594.712				
R728	TimeSeries	Time	seconds	595.53				
R729	TimeSeries	Time	seconds	596.348				
R730	TimeSeries	Time	seconds	597.166				
R731	TimeSeries	Time	seconds	597.984				
R732	TimeSeries	Time	seconds	598.802				
R733	TimeSeries	Time	seconds	599.62				
R734	TimeSeries	Time	seconds	600.438				
R735	TimeSeries	Time	seconds	601.256				
R736	TimeSeries	Time	seconds	602.074				
R737	TimeSeries	Time	seconds	602.892				
R738	TimeSeries	Time	seconds	603.71				
R739	TimeSeries	Time	seconds	604.528				
R740	TimeSeries	Time	seconds	605.346				
R741	TimeSeries	Time	seconds	606.164				
R742	TimeSeries	Time	seconds	606.982				
R743	TimeSeries	Time	seconds	607.8				
R744	TimeSeries	Time	seconds	608.618				
R745	TimeSeries	Time	seconds	609.436				
R746	TimeSeries	Time	seconds	610.254				
R747	TimeSeries	Time	seconds	611.072				
R748	TimeSeries	Time	seconds	611.89				
R749	TimeSeries	Time	seconds	612.708				
R750	TimeSeries	Time	seconds	613.526				
R751	TimeSeries	Time	seconds	614.344				
R752	TimeSeries	Time	seconds	615.162				
R753	TimeSeries	Time	seconds	615.98				
R754	TimeSeries	Time	seconds	616.798				
R755	TimeSeries	Time	seconds	617.616				
R756	TimeSeries	Time	seconds	618.434				
R757	TimeSeries	Time	seconds	619.252				
R758	TimeSeries	Time	seconds	620.07				
R759	TimeSeries	Time	seconds	620.888				
R760	TimeSeries	Time	seconds	621.706				
R761	TimeSeries	Time	seconds	622.524				
R762	TimeSeries	Time	seconds	623.342				
R763	TimeSeries	Time	seconds	624.16				
R764	TimeSeries	Time	seconds	624.978				
R765	TimeSeries	Time	seconds	625.796				
R766	TimeSeries	Time	seconds	626.614				
R767	TimeSeries	Time	seconds	627.432				
R768	TimeSeries	Time	seconds	628.251				
R769	TimeSeries	Time	seconds	629.069				
R770	TimeSeries	Time	seconds	629.887				
R771	TimeSeries	Time	seconds	630.705				
R772	TimeSeries	Time	seconds	631.523				
R773	TimeSeries	Time	seconds	632.341				
R774	TimeSeries	Time	seconds	633.159				
R775	TimeSeries	Time	seconds	633.977				
R776	TimeSeries	Time	seconds	634.795				
R777	TimeSeries	Time	seconds	635.613				
R778	TimeSeries	Time	seconds	636.431				
R779	TimeSeries	Time	seconds	637.249				
R780	TimeSeries	Time	seconds	638.067				
R781	TimeSeries	Time	seconds	638.885				
R782	TimeSeries	Time	seconds	639.703				
R783	TimeSeries	Time	seconds	640.521				
R784	TimeSeries	Time	seconds	641.339				
R785	TimeSeries	Time	seconds	642.157				
R786	TimeSeries	Time	seconds	642.975				
R787	TimeSeries	Time	seconds	643.793				
R788	TimeSeries	Time	seconds	644.611				
R789	TimeSeries	Time	seconds	645.429				
R790	TimeSeries	Time	seconds	646.247				
R791	TimeSeries	Time	seconds	647.065				
R792	TimeSeries	Time	seconds	647.883				
R793	TimeSeries	Time	seconds	648.701				
R794	TimeSeries	Time	seconds	649.519				
R795	TimeSeries	Time	seconds	650.337				
R796	TimeSeries	Time	seconds	651.155				
R797	TimeSeries	Time	seconds	651.973				
R798	TimeSeries	Time	seconds	652.791				
R799	TimeSeries	Time	seconds	653.609				
R800	TimeSeries	Time	seconds	654.427				
R801	TimeSeries	Time	seconds	655.245				
R802	TimeSeries	Time	seconds	656.063				
R803	TimeSeries	Time	seconds	656.881				
R804	TimeSeries	Time	seconds	657.699				
R805	TimeSeries	Time	seconds	658.517				
R806	TimeSeries	Time	seconds	659.335				
R807	TimeSeries	Time	seconds	660.153				
R808	TimeSeries	Time	seconds	660.971				
R809	TimeSeries	Time	seconds	661.789				
R810	TimeSeries	Time	seconds	662.607				
R811	TimeSeries	Time	seconds	663.425				
R812	TimeSeries	Time	seconds	664.243				
R813	TimeSeries	Time	seconds	665.061				
R814	TimeSeries	Time	seconds	665.879				
R815	TimeSeries	Time	seconds	666.698				
R816	TimeSeries	Time	seconds	667.516				
R817	TimeSeries	Time	seconds	668.334				
R818	TimeSeries	Time	seconds	669.152				
R819	TimeSeries	Time	seconds	669.97				
R820	TimeSeries	Time	seconds	670.788				
R821	TimeSeries	Time	seconds	671.606				
R822	TimeSeries	Time	seconds	672.424				
R823	TimeSeries	Time	seconds	673.242				
R824	TimeSeries	Time	seconds	674.06				
R825	TimeSeries	Time	seconds	674.878				
R826	TimeSeries	Time	seconds	675.696				
R827	TimeSeries	Time	seconds	676.514				
R828	TimeSeries	Time	seconds	677.332				
R829	TimeSeries	Time	seconds	678.15				
R830	TimeSeries	Time	seconds	678.968				
R831	TimeSeries	Time	seconds	679.786				
R832	TimeSeries	Time	seconds	680.604				
R833	TimeSeries	Time	seconds	681.422				
R834	TimeSeries	Time	seconds	682.24				
R835	TimeSeries	Time	seconds	683.058				
R836	TimeSeries	Time	seconds	683.876				
R837	TimeSeries	Time	seconds	684.694				
R838	TimeSeries	Time	seconds	685.512				
R839	TimeSeries	Time	seconds	686.33				
R840	TimeSeries	Time	seconds	687.148				
R841	TimeSeries	Time	seconds	687.966				
R842	TimeSeries	Time	seconds	688.784				
R843	TimeSeries	Time	seconds	689.602				
R844	TimeSeries	Time	seconds	690.42				
R845	TimeSeries	Time	seconds	691.238				
R846	TimeSeries	Time	seconds	692.056				
R847	TimeSeries	Time	seconds	692.874				
R848	TimeSeries	Time	seconds	693.692				
R849	TimeSeries	Time	seconds	694.51				
R850	TimeSeries	Time	seconds	695.328				
R851	TimeSeries	Time	seconds	696.146				
R852	TimeSeries	Time	seconds	696.964				
R853	TimeSeries	Time	seconds	697.782				
R854	TimeSeries	Time	seconds	698.6				
R855	TimeSeries	Time	seconds	699.418				
R856	TimeSeries	Time	seconds	700.236				
R857	TimeSeries	Time	seconds	701.054				
R858	TimeSeries	Time	seconds	701.872				
R859	TimeSeries	Time	seconds	702.69				
R860	TimeSeries	Time	seconds	703.508				
R861	TimeSeries	Time	seconds	704.326				
R862	TimeSeries	Time	seconds	705.145				
R863	TimeSeries	Time	seconds	705.963				
R864	TimeSeries	Time	seconds	706.781				
R865	TimeSeries	Time	seconds	707.599				
R866	TimeSeries	Time	seconds	708.417				
R867	TimeSeries	Time	seconds	709.235				
R868	TimeSeries	Time	seconds	710.053				
R869	TimeSeries	Time	seconds	710.871				
R870	TimeSeries	Time	seconds	711.689				
R871	TimeSeries	Time	seconds	712.507				
R872	TimeSeries	Time	seconds	713.325				
R873	TimeSeries	Time	seconds	714.143				
R874	TimeSeries	Time	seconds	714.961				
R875	TimeSeries	Time	seconds	715.779				
R876	TimeSeries	Time	seconds	716.597				
R877	TimeSeries	Time	seconds	717.415				
R878	TimeSeries	Time	seconds	718.233				
R879	TimeSeries	Time	seconds	719.051				
R880	TimeSeries	Time	seconds	719.869				
R881	TimeSeries	Time	seconds	720.687				
R882	TimeSeries	Time	seconds	721.505				
R883	TimeSeries	Time	seconds	722.323				
R884	TimeSeries	Time	seconds	723.141				
R885	TimeSeries	Time	seconds	723.959				
R886	TimeSeries	Time	seconds	724.777				
R887	TimeSeries	Time	seconds	725.595				
R888	TimeSeries	Time	seconds	726.413				
R889	TimeSeries	Time	seconds	727.231				
R890	TimeSeries	Time	seconds	728.049				
R891	TimeSeries	Time	seconds	728.867				
R892	TimeSeries	Time	seconds	729.685				
R893	TimeSeries	Time	seconds	730.503				
R894	TimeSeries	Time	seconds	731.321				
R895	TimeSeries	Time	seconds	732.139				
R896	TimeSeries	Time	seconds	732.957				
R897	TimeSeries	Time	seconds	733.775				
R898	TimeSeries	Time	seconds	734.593				
R899	TimeSeries	Time	seconds	735.411				
R900	TimeSeries	Time	seconds	736.229				
R901	TimeSeries	Time	seconds	737.047				
R902	TimeSeries	Time	seconds	737.865				
R903	TimeSeries	Time	seconds	738.683				
R904	TimeSeries	Time	seconds	739.501				
R905	TimeSeries	Time	seconds	740.319				
R906	TimeSeries	Time	seconds	741.137				
R907	TimeSeries	Time	seconds	741.955				
R908	TimeSeries	Time	seconds	742.773				
R909	TimeSeries	Time	seconds	743.592				
R910	TimeSeries	Time	seconds	744.41				
R911	TimeSeries	Time	seconds	745.228				
R912	TimeSeries	Time	seconds	746.046				
R913	TimeSeries	Time	seconds	746.864				
R914	TimeSeries	Time	seconds	747.682				
R915	TimeSeries	Time	seconds	748.5				
R916	TimeSeries	Time	seconds	749.318				
R917	TimeSeries	Time	seconds	750.136				
R918	TimeSeries	Time	seconds	750.954				
R919	TimeSeries	Time	seconds	751.772				
R920	TimeSeries	Time	seconds	752.59				
R921	TimeSeries	Time	seconds	753.408				
R922	TimeSeries	Time	seconds	754.226				
R923	TimeSeries	Time	seconds	755.044				
R924	TimeSeries	Time	seconds	755.862				
R925	TimeSeries	Time	seconds	756.68				
R926	TimeSeries	Time	seconds	757.498				
R927	TimeSeries	Time	seconds	758.316				
R928	TimeSeries	Time	seconds	759.134				
R929	TimeSeries	Time	seconds	759.952				
R930	TimeSeries	Time	seconds	760.77				
R931	TimeSeries	Time	seconds	761.588				
R932	TimeSeries	Time	seconds	762.406				
R933	TimeSeries	Time	seconds	763.224				
R934	TimeSeries	Time	seconds	764.042				
R935	TimeSeries	Time	seconds	764.86				
R936	TimeSeries	Time	seconds	765.678				
R937	TimeSeries	Time	seconds	766.496				
R938	TimeSeries	Time	seconds	767.314				
R939	TimeSeries	Time	seconds	768.132				
R940	TimeSeries	Time	seconds	768.95				
R941	TimeSeries	Time	seconds	769.768				
R942	TimeSeries	Time	seconds	770.586				
R943	TimeSeries	Time	seconds	771.404				
R944	TimeSeries	Time	seconds	772.222				
R945	TimeSeries	Time	seconds	773.04				
R946	TimeSeries	Time	seconds	773.858				
R947	TimeSeries	Time	seconds	774.676				
R948	TimeSeries	Time	seconds	775.494				
R949	TimeSeries	Time	seconds	776.312				
R950	TimeSeries	Time	seconds	777.13				
R951	TimeSeries	Time	seconds	777.948				
R952	TimeSeries	Time	seconds	778.766				
R953	TimeSeries	Time	seconds	779.584				
R954	TimeSeries	Time	seconds	780.402				
R955	TimeSeries	Time	seconds	781.22				
R956	TimeSeries	Time	seconds	782.039				
R957	TimeSeries	Time	seconds	782.857				
R958	TimeSeries	Time	seconds	783.675				
R959	TimeSeries	Time	seconds	784.493				
R960	TimeSeries	Time	seconds	785.311				
R961	TimeSeries	Time	seconds	786.129				
R962	TimeSeries	Time	seconds	786.947				
R963	TimeSeries	Time	seconds	787.765				
R964	TimeSeries	Time	seconds	788.583				
R965	TimeSeries	Time	seconds	789.401				
R966	TimeSeries	Time	seconds	790.219				
R967	TimeSeries	Time	seconds	791.037				
R968	TimeSeries	Time	seconds	791.855				
R969	TimeSeries	Time	seconds	792.673				
R970	TimeSeries	Time	seconds	793.491				
R971	TimeSeries	Time	seconds	794.309				
R972	TimeSeries	Time	seconds	795.127				
R973	TimeSeries	Time	seconds	795.945				
R974	TimeSeries	Time	seconds	796.763				
R975	TimeSeries	Time	seconds	797.581				
R976	TimeSeries	Time	seconds	798.399				
R977	TimeSeries	Time	seconds	799.217				
R978	TimeSeries	Time	seconds	800.035				
R979	TimeSeries	Time	seconds	800.853				
R980	TimeSeries	Time	seconds	801.671				
R981	TimeSeries	Time	seconds	802.489				
R982	TimeSeries	Time	seconds	803.307				
R983	TimeSeries	Time	seconds	804.125				
